timestamp,title,excerpt
7 July 2020,Leicester going back into lockdown has nothing to do with 5G,Leicester is one of many cities which has 5G coverage. Read more…
6 July 2020,Coronavirus cures: debunked,We’ve been asked by readers to find the truth about many alleged ‘cures’ for Covid-19. Read more…
6 July 2020,Covid-19 testing is not as fast as Matt Hancock claimed,Almost all the tests Matt Hancock described deliver results by the end of the next day—not within 24hrs Read more…
2 July 2020,How medical staff found themselves at the centre of an information battle during the pandemic,"Over the past months, as the coronavirus pandemic gripped the country, medical staff have found themselves – often unwillingly – at the centre of a parallel information crisis. Read more…"
30 June 2020,The Bill and Melinda Gates Foundation wasn’t kicked out of India,"Also, claims that the polio vaccine paralysed thousands of children are based on shaky evidence. Read more…"
30 June 2020,Covid-19 study that links deaths to low vitamin D levels is flawed,This study has been removed from the online research library it was published on. Read more…
30 June 2020,Viral illustration shows one type of Covid-19 sampling method,There are different ways to take samples to test someone for Covid-19. Read more…
30 June 2020,What do we know about Covid-19 inequalities among people from minority ethnic groups?,There are stark inequalities in Covid-19 outcomes in the UK. Read more…
29 June 2020,The UK has had one of Europe’s worst Covid-19 outbreaks,The UK is not the only European country with many Covid-19 deaths. Read more…
29 June 2020,Bill Gates doesn’t own the vaccine for or patent of the Covid-19 virus,"A viral Facebook post claims he is a partner in a Wuhan lab, which he isn’t. Read more…"
26 June 2020,Why did few MPs attend a debate on health worker pay?,This was a Petitions Committee debate. These do not lead to any direct decision or vote on changes to law. Read more…
26 June 2020,"Facebook post about Italy, coronavirus and 5G is almost all false",The post wrongly claims Italian doctors have found Covid-19 is caused by a bacteria. Read more…
26 June 2020,Covid-19 is the underlying cause of death for most people who die with it,ONS data suggests Covid-19 is the underlying cause of death for 94% of people who die with it. Read more…
24 June 2020,"Alcohol-based hand sanitiser cannot catch fire, without a spark, just because it's in a hot car",Hand sanitiser can only ignite at temperatures found in a hot car if there is a spark. Read more…
24 June 2020,More people have probably been killed by coronavirus than were killed during the Blitz,An image being shared online is a fair reflection of what we know about the death tolls from Covid-19 and the Blitz. Read more…
23 June 2020,Does any country have 'a functioning track and trace app'?,Boris Johnson claimed no country currently has a functioning Covid-19 track and trace app. Read more…
23 June 2020,Police have not warned the public about face masks doused in chemicals,Viral Facebook posts falsely claim criminals are handing out face masks doused in chemicals that cause unconsciousness so they can rob houses. Read more…
23 June 2020,"Many French care workers will get a tax-free bonus of up to £1,340 for working during the pandemic","Those in the most heavily affected areas will get up to £1,340 and the rest will get up to £890. Read more…"
22 June 2020,This is what has happened with student nurses who volunteered to work for the NHS early,"Final year nursing students were asked to start being paid to work for the NHS early, but now that is ending. Read more…"
22 June 2020,Boris Johnson overstates number of schools with returning students,Boris Johnson was wrong to say that 97% of primary schools which report data had kids coming back. The figure on the day he was speaking was 69%. Read more…
19 June 2020,No evidence to back up these claims about fluoride,Fluoride is added to toothpaste and water to help prevent tooth decay. The only potential negative effect of fluoride at levels recommended in the UK is teeth discolouration. Read more…
19 June 2020,Public transport use higher than transport minister claimed,"Grant Shapps claimed use of public transport is at 5% of its usual levels, but government figures show it is actually much higher. Read more…"
